accessionVersion,segment,nt_len,aa_len,identity_to_swiss,aa_differences_in_overlap,compared_aa,frame,orf_start,country,collectionDate,displayName,insdc,host,completeness,length_meta
PP_006VQ45.1,S,1933,428,0.96729,14,428,3,41,,,PP_006VQ45.1,AF482713.1,Oligoryzomys chacoensis,0.9994655264564404,1933
PP_006W17L.1,S,1877,428,0.96729,14,428,2,31,Argentina,2002,Argentina/PP_006W17L.1/2002,OR908890.1,Homo sapiens,0.9877071084981294,1877
PP_006W1D8.1,S,1925,428,0.96729,14,428,3,38,Argentina,2019,Argentina/PP_006W1D8.1/2019,OR908896.1,Homo sapiens,0.9925173703901656,1925
PP_006W1E6.1,S,1911,428,0.96729,14,428,1,30,Argentina,2018,Argentina/PP_006W1E6.1/2018,OR908897.1,Homo sapiens,0.9850347407803314,1911
PP_006W1F4.1,S,1889,428,0.96729,14,428,2,13,Argentina,2018,Argentina/PP_006W1F4.1/2018,OR908898.1,Homo sapiens,0.9732763228220203,1889
PP_006VLSY.1,S,1938,428,0.964953,15,428,1,42,,,PP_006VLSY.1,AF482714.1,Oligoryzomys flavescens,1.0,1938
PP_006VP38.1,S,1921,428,0.964953,15,428,1,42,,,PP_006VP38.1,AF325966.1,Oligoryzomys chacoensis,1.0,1921
PP_006W100.1,S,1938,428,0.964953,15,428,1,42,Argentina,2022,Argentina/PP_006W100.1/2022,OR890439.1,Oligoryzomys flavescens,1.0,1938
PP_006W29F.1,S,1934,428,0.964953,15,428,1,42,Uruguay,1996,Uruguay/PP_006W29F.1/1996,PP504848.1,Homo sapiens,1.0,1934
PP_006W1Y3.1,S,2122,428,0.962617,16,428,3,146,Argentina,1998,Argentina/PP_006W1Y3.1/1998,PP058740.1,,1.0,2122
PP_006VR7Y.1,S,1931,428,0.96028,17,428,2,40,Paraguay,,Paraguay/PP_006VR7Y.1,DQ345763.1,Oligoryzomys chacoensis,0.9967931587386424,1931
PP_006VVXD.1,S,1287,428,0.96028,17,428,1,0,Bolivia,2009,Bolivia/PP_006VVXD.1/2009,JF750417.1,Homo sapiens,0.6878674505611972,1287
PP_006VVYB.1,S,1287,428,0.96028,17,428,1,0,Bolivia,2008,Bolivia/PP_006VVYB.1/2008,JF750418.1,Homo sapiens,0.6878674505611972,1287
PP_006VVZ9.1,S,1287,428,0.96028,17,428,1,0,Bolivia,2008,Bolivia/PP_006VVZ9.1/2008,JF750419.1,Homo sapiens,0.6878674505611972,1287
PP_006W0VA.1,S,1912,428,0.955607,19,428,2,19,Brazil,2022-12-09,Brazil/PP_006W0VA.1/2022-12-09,OQ092245.1,Homo sapiens,0.985569214323891,1912
PP_006VQ61.1,S,1860,428,0.950935,21,428,1,42,,,PP_006VQ61.1,AF482717.1,,1.0,1860
PP_006VX22.1,S,754,237,0.949367,12,237,1,42,Brazil,2012,Brazil/PP_006VX22.1/2012,KT257177.1,Necromys lasiurus,0.40299305184393375,754
PP_006VQ53.1,S,1869,428,0.939252,26,428,1,42,,,PP_006VQ53.1,AF482716.1,Necromys benefactus,0.9983965793693212,1869
PP_006VR9U.1,S,1858,428,0.936916,27,428,1,42,Brazil,,Brazil/PP_006VR9U.1,EF571895.1,,1.0,1858
PP_006VX14.1,S,1858,425,0.924706,32,425,1,42,Brazil,2006,Brazil/PP_006VX14.1/2006,KP202360.1,Necromys lasiurus,1.0,1858
PP_006VP0E.1,S,643,152,0.138158,131,152,2,187,Brazil,,Brazil/PP_006VP0E.1,AF307324.1,,0.3436664885088188,643
PP_006VVNX.1,S,440,103,0.135922,89,103,2,130,Brazil,,Brazil/PP_006VVNX.1,HQ719467.1,Homo sapiens,0.23516835916622128,440
PP_006VVPV.1,S,440,103,0.135922,89,103,2,130,Brazil,,Brazil/PP_006VVPV.1,HQ719468.1,Homo sapiens,0.23516835916622128,440
PP_006VVQT.1,S,440,103,0.135922,89,103,2,130,Brazil,,Brazil/PP_006VVQT.1,HQ719469.1,Homo sapiens,0.23516835916622128,440
PP_006VVRR.1,S,440,103,0.135922,89,103,2,130,Brazil,,Brazil/PP_006VVRR.1,HQ719470.1,Homo sapiens,0.23516835916622128,440
PP_006VVSP.1,S,440,103,0.135922,89,103,2,130,Brazil,,Brazil/PP_006VVSP.1,HQ719471.1,Homo sapiens,0.23516835916622128,440
PP_006VVTM.1,S,440,103,0.135922,89,103,2,130,Brazil,,Brazil/PP_006VVTM.1,HQ719472.1,Homo sapiens,0.23516835916622128,440
PP_006VUUL.1,S,303,16,0.125,14,16,2,253,Chile,,Chile/PP_006VUUL.1,EU543991.1,Rattus norvegicus,0.1619454836985569,303
PP_006VN55.1,S,143,17,0.117647,15,17,2,22,,,PP_006VN55.1,AF042114.1,,0.07642971672902191,143
PP_006VNDP.1,S,143,17,0.117647,15,17,2,22,,,PP_006VNDP.1,AF042122.1,,0.07642971672902191,143
PP_006VNM6.1,S,143,17,0.117647,15,17,2,22,,,PP_006VNM6.1,AF042130.1,,0.07642971672902191,143
PP_006VNP2.1,S,143,17,0.117647,15,17,2,22,,,PP_006VNP2.1,AF042132.1,,0.07642971672902191,143
PP_006VNVQ.1,S,143,17,0.117647,15,17,2,22,,,PP_006VNVQ.1,AF042138.1,,0.07642971672902191,143
PP_006W0LU.1,S,163,28,0.107143,25,28,3,77,Uruguay,2013-04,Uruguay/PP_006W0LU.1/2013-04,ON544084.1,Akodon azarae,0.0871191876002138,163
PP_006VX06.1,S,1068,294,0.102041,264,294,1,186,Peru,2010,Peru/PP_006VX06.1/2010,KF581134.1,Neacomys spinosus,0.5708177445216461,1068
PP_006VSM2.1,S,261,24,0.083333,22,24,1,189,Brazil,2004-08,Brazil/PP_006VSM2.1/2004-08,EU170208.1,,0.13949759486905397,261
PP_006VSN0.1,S,261,37,0.081081,34,37,2,64,Brazil,2005-03,Brazil/PP_006VSN0.1/2005-03,EU170210.1,,0.13949759486905397,261
PP_006VSPY.1,S,251,37,0.081081,34,37,2,64,Brazil,2004-03,Brazil/PP_006VSPY.1/2004-03,EU170211.1,,0.13415285943345803,251
PP_006VSSS.1,S,212,37,0.081081,34,37,1,15,Brazil,2003-07-22,Brazil/PP_006VSSS.1/2003-07-22,EU170236.1,Necromys lasiurus,0.11330839123463389,212
PP_006VXBJ.1,S,190,37,0.081081,34,37,2,64,Brazil,2013-02-25,Brazil/PP_006VXBJ.1/2013-02-25,MF094267.1,Desmodus rotundus,0.10154997327632283,190
PP_006VXCG.1,S,221,37,0.081081,34,37,2,67,Brazil,2013-02-25,Brazil/PP_006VXCG.1/2013-02-25,MF094268.1,Carollia perspicillata,0.11811865312667023,221
PP_006VXDE.1,S,221,37,0.081081,34,37,2,67,Brazil,2013-02-25,Brazil/PP_006VXDE.1/2013-02-25,MF094269.1,Carollia perspicillata,0.11811865312667023,221
PP_006VLLA.1,S,626,28,0.071429,26,28,1,30,,,PP_006VLLA.1,AF005947.1,,0.33190807055050775,626
PP_006VLM8.1,S,626,28,0.071429,26,28,1,30,,,PP_006VLM8.1,AF005948.1,,0.33190807055050775,626
PP_006VLJE.1,S,406,63,0.063492,59,63,3,53,,,PP_006VLJE.1,AF005945.1,,0.2169962586851951,406
PP_006VLKC.1,S,406,63,0.063492,59,63,3,53,,,PP_006VLKC.1,AF005946.1,,0.2169962586851951,406
PP_006VQ7Z.1,S,289,63,0.063492,59,63,3,74,Bolivia,,Bolivia/PP_006VQ7Z.1,AF442561.1,,0.1544628540887226,289
PP_006VQ8X.1,S,289,63,0.063492,59,63,3,74,Bolivia,,Bolivia/PP_006VQ8X.1,AF442563.1,,0.1544628540887226,289
PP_006W0F5.1,S,492,63,0.063492,59,63,2,52,Argentina,2020-11,Argentina/PP_006W0F5.1/2020-11,OL840325.1,Homo sapiens,0.26296098343132013,492
PP_006VVFC.1,S,1871,49,0.061224,46,49,1,699,,,PP_006VVFC.1,FV536450.1,,1.0,1871
PP_006VVGA.1,S,1871,49,0.061224,46,49,1,699,,,PP_006VVGA.1,FV536451.1,,1.0,1871
PP_006VLEP.1,S,496,156,0.057692,147,156,1,27,,,PP_006VLEP.1,AF005941.1,,0.2650988776055585,496
PP_006VLFM.1,S,496,156,0.057692,147,156,1,27,,,PP_006VLFM.1,AF005942.1,,0.2650988776055585,496
PP_006VV32.1,S,407,90,0.055556,85,90,2,31,Uruguay,1997-05,Uruguay/PP_006VV32.1/1997-05,EU564720.1,Oligoryzomys flavescens,0.2175307322287547,407
PP_006VRDL.1,S,249,37,0.054054,35,37,2,64,Brazil,2004-06,Brazil/PP_006VRDL.1/2004-06,EU170219.1,Necromys lasiurus,0.13308391234633885,249
PP_006VREJ.1,S,261,37,0.054054,35,37,2,64,Brazil,2004-06,Brazil/PP_006VREJ.1/2004-06,EU170220.1,Necromys lasiurus,0.13949759486905397,261
PP_006VSRU.1,S,252,37,0.054054,35,37,2,64,Brazil,2004-06,Brazil/PP_006VSRU.1/2004-06,EU170218.1,Necromys lasiurus,0.13468733297701763,252
PP_006VTYD.1,S,371,39,0.051282,37,39,2,253,Chile,,Chile/PP_006VTYD.1,EU241673.1,Oligoryzomys longicaudatus,0.1982896846606093,371
PP_006XDJH.2,S,1710,289,0.047619,240,252,3,368,Canada,2026-05-15,Canada/PP_006XDJH.2/2026-05-15,,Homo sapiens,0.8546231961517905,1710
PP_006W18J.1,S,1836,289,0.044983,276,289,1,411,Argentina,2002,Argentina/PP_006W18J.1/2002,OR908891.1,Homo sapiens,0.968466060929984,1836
PP_006W13U.1,S,1794,289,0.041958,274,286,3,368,Argentina,2002,Argentina/PP_006W13U.1/2002,OR908886.1,Homo sapiens,0.9401389631213255,1794
PP_006VT7W.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VT7W.1,EU241672.1,Homo sapiens,0.21218599679315875,397
PP_006VTDJ.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTDJ.1,EU241679.1,Homo sapiens,0.21218599679315875,397
PP_006VTQV.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTQV.1,EU241665.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VTSR.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTSR.1,EU241666.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VTTP.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTTP.1,EU241667.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VTUM.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTUM.1,EU241668.1,Homo sapiens,0.21218599679315875,397
PP_006VTVK.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTVK.1,EU241669.1,Homo sapiens,0.21218599679315875,397
PP_006VTWH.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTWH.1,EU241670.1,Rattus rattus,0.21218599679315875,397
PP_006VTXF.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTXF.1,EU241671.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VTZB.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VTZB.1,EU241674.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VU09.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU09.1,EU241675.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VU17.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU17.1,EU241676.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VU25.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU25.1,EU241677.1,Homo sapiens,0.21218599679315875,397
PP_006VU33.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU33.1,EU241678.1,Homo sapiens,0.32923570283270975,397
PP_006VU41.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU41.1,EU241680.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VU5Z.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU5Z.1,EU241681.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VU6X.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU6X.1,EU241682.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VU7V.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU7V.1,EU241683.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VU8T.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU8T.1,EU241684.1,Abrothrix longipilis,0.21218599679315875,397
PP_006VU9R.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VU9R.1,EU241685.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VUAP.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VUAP.1,EU241686.1,Oligoryzomys longicaudatus,0.21218599679315875,397
PP_006VUBM.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VUBM.1,EU241687.1,Abrothrix longipilis,0.21218599679315875,397
PP_006VUCK.1,S,397,48,0.041667,46,48,2,253,Chile,,Chile/PP_006VUCK.1,EU241688.1,Loxodontomys micropus,0.21218599679315875,397
PP_006W3U9.2,S,1807,289,0.041522,277,289,1,414,Netherlands,2026-05-06,Netherlands/PP_006W3U9.2/2026-05-06,,Homo sapiens,0.9636557990379476,1807
PP_006XDHK.2,S,1747,289,0.041522,277,289,1,405,Canada,2026-05-15,Canada/PP_006XDHK.2/2026-05-15,,Homo sapiens,0.931587386424372,1747
PP_006VQJA.1,S,331,101,0.039604,97,101,2,28,Paraguay,,Paraguay/PP_006VQJA.1,AY515593.1,Oligoryzomys chacoensis,0.17691074291822556,331
PP_006VUH8.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUH8.1,EU241694.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUJ6.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUJ6.1,EU241695.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUK4.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUK4.1,EU241696.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUL2.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUL2.1,EU241697.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUNY.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUNY.1,EU241698.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUPW.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUPW.1,EU241699.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUQU.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUQU.1,EU241700.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VURS.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VURS.1,EU241701.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUSQ.1,S,943,230,0.03913,221,230,2,253,Chile,,Chile/PP_006VUSQ.1,EU241702.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUDH.1,S,924,223,0.035874,215,223,2,253,Chile,,Chile/PP_006VUDH.1,EU241689.1,Oligoryzomys longicaudatus,0.4938535542490647,924
PP_006VUFD.1,S,927,224,0.035714,216,224,2,253,Chile,,Chile/PP_006VUFD.1,EU241691.1,Oligoryzomys longicaudatus,0.49545697487974344,927
PP_006VSWJ.1,S,943,230,0.034783,222,230,2,253,Chile,,Chile/PP_006VSWJ.1,EU241692.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUEF.1,S,943,230,0.034783,222,230,2,253,Chile,,Chile/PP_006VUEF.1,EU241690.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VUGB.1,S,943,230,0.034783,222,230,2,253,Chile,,Chile/PP_006VUGB.1,EU241693.1,Oligoryzomys longicaudatus,0.504008551576697,943
PP_006VXFA.1,S,427,91,0.032967,88,91,2,154,Argentina,2012-06,Argentina/PP_006VXFA.1/2012-06,MH844522.1,Akodon azarae,0.22822020309994656,427
PP_006VXG8.1,S,363,91,0.032967,88,91,1,90,Argentina,2011-04,Argentina/PP_006VXG8.1/2011-04,MH844523.1,Oxymycterus rufus,0.19401389631213256,363
PP_006VXH5.1,S,408,91,0.032967,88,91,1,135,Argentina,2010-12,Argentina/PP_006VXH5.1/2010-12,MH844518.1,Oligoryzomys nigripes,0.21806520577231428,408
PP_006VXJ3.1,S,427,91,0.032967,88,91,2,154,Argentina,2011-11,Argentina/PP_006VXJ3.1/2011-11,MH844519.1,Oligoryzomys nigripes,0.22822020309994656,427
PP_006VXK1.1,S,427,91,0.032967,88,91,2,154,Argentina,2012-01,Argentina/PP_006VXK1.1/2012-01,MH844520.1,Oligoryzomys nigripes,0.22822020309994656,427
PP_006VXLZ.1,S,427,91,0.032967,88,91,2,154,Argentina,2012-06,Argentina/PP_006VXLZ.1/2012-06,MH844521.1,Oligoryzomys nigripes,0.22822020309994656,427
PP_006VX30.1,S,431,96,0.03125,93,96,2,142,Brazil,2012,Brazil/PP_006VX30.1/2012,KT257178.1,Necromys lasiurus,0.23035809727418494,431
PP_006VUYC.1,S,362,67,0.030769,63,65,1,159,Uruguay,2000-12,Uruguay/PP_006VUYC.1/2000-12,EU564714.1,Homo sapiens,0.19241047568145378,362
PP_006VV5Y.1,S,352,67,0.029851,65,67,3,149,Uruguay,2005-03,Uruguay/PP_006VV5Y.1/2005-03,EU564722.1,Oxymycterus nasutus,0.18813468733297703,352
PP_006W0KW.1,S,361,68,0.029412,66,68,2,157,Uruguay,2013-12,Uruguay/PP_006W0KW.1/2013-12,ON544083.1,Oligoryzomys flavescens,0.19294494922501337,361
PP_006VUXE.1,S,390,77,0.026316,74,76,1,159,Uruguay,1999-10,Uruguay/PP_006VUXE.1/1999-10,EU564713.1,Homo sapiens,0.207910208444682,390
PP_006VTRT.1,S,388,76,0.026316,74,76,1,159,Uruguay,2003-06,Uruguay/PP_006VTRT.1/2003-06,EU564716.1,Homo sapiens,0.2073757349011224,388
PP_006VV7U.1,S,380,77,0.025974,75,77,1,147,Uruguay,2005-03,Uruguay/PP_006VV7U.1/2005-03,EU564724.1,Oligoryzomys nigripes,0.20309994655264565,380
PP_006VV6W.1,S,388,78,0.025641,76,78,2,154,Uruguay,2005-03,Uruguay/PP_006VV6W.1/2005-03,EU564723.1,Oxymycterus nasutus,0.2073757349011224,388
PP_006VP1C.1,S,643,80,0.025,78,80,2,403,Brazil,,Brazil/PP_006VP1C.1,AF307325.1,,0.3436664885088188,643
PP_006VX4Y.1,S,427,80,0.025,78,80,1,186,Brazil,2012,Brazil/PP_006VX4Y.1/2012,KT257179.1,Homo sapiens,0.22822020309994656,427
PP_006VX5W.1,S,427,80,0.025,78,80,1,186,Brazil,2012,Brazil/PP_006VX5W.1/2012,KT257180.1,Homo sapiens,0.22822020309994656,427
PP_006VX6U.1,S,427,80,0.025,78,80,1,186,Brazil,2012,Brazil/PP_006VX6U.1/2012,KT257181.1,Homo sapiens,0.22822020309994656,427
PP_006VX7S.1,S,427,80,0.025,78,80,1,186,Brazil,2012,Brazil/PP_006VX7S.1/2012,KT257182.1,Homo sapiens,0.22822020309994656,427
PP_006VX8Q.1,S,427,80,0.025,78,80,1,186,Brazil,2012,Brazil/PP_006VX8Q.1/2012,KT257183.1,Homo sapiens,0.22822020309994656,427
PP_006VUZA.1,S,402,81,0.024691,79,81,1,159,Uruguay,2004-02,Uruguay/PP_006VUZA.1/2004-02,EU564715.1,Oligoryzomys flavescens,0.21485836451095672,402
PP_006VUWG.1,S,402,84,0.024096,81,83,2,148,Uruguay,2004-01,Uruguay/PP_006VUWG.1/2004-01,EU564712.1,Homo sapiens,0.21432389096739712,402
PP_006VUVJ.1,S,403,83,0.024096,81,83,3,152,Uruguay,1999-05,Uruguay/PP_006VUVJ.1/1999-05,EU564711.1,Homo sapiens,0.2153928380545163,403
PP_006VV08.1,S,407,83,0.024096,81,83,1,156,Uruguay,2000-10,Uruguay/PP_006VV08.1/2000-10,EU564717.1,Oligoryzomys flavescens,0.2175307322287547,407
PP_006VV16.1,S,403,83,0.024096,81,83,3,152,Uruguay,2001-06,Uruguay/PP_006VV16.1/2001-06,EU564718.1,Oligoryzomys flavescens,0.2153928380545163,403
PP_006VV24.1,S,407,83,0.024096,81,83,1,156,Uruguay,2001-05,Uruguay/PP_006VV24.1/2001-05,EU564719.1,Oligoryzomys flavescens,0.2175307322287547,407
PP_006W0G3.1,S,936,259,0.016529,119,121,2,157,Uruguay,2012-03,Uruguay/PP_006W0G3.1/2012-03,ON544080.1,Oligoryzomys flavescens,0.28006413682522713,936
PP_006W0H0.1,S,936,259,0.016529,119,121,2,157,Uruguay,2013-04,Uruguay/PP_006W0H0.1/2013-04,ON544081.1,Oligoryzomys flavescens,0.28006413682522713,936
PP_006W0JY.1,S,936,259,0.016529,119,121,2,157,Uruguay,2008-10,Uruguay/PP_006W0JY.1/2008-10,ON544082.1,Oligoryzomys flavescens,0.28006413682522713,936
